,route_short_name,stop_name,average_wait
19834,605,Put Za Jakovo,0:22:17.647059
19841,610,Rimski Kanal,0:17:16.363636
19842,604,Rimski Kanal,0:20:15.789474
19843,605,Rimski Kanal,0:22:17.647059
19850,610,Đorđa Radovića,0:17:16.363636
19853,610,Put Za Src,0:17:16.363636
19854,604,Put Za Src,0:20:15.789474
19855,605,Put Za Src,0:22:17.647059
19858,602,Put Za Src,0:28:27.692308
19865,610,Servisi,0:17:16.363636
19866,605,Servisi,0:22:17.647059
19871,610,Sremska,0:17:16.363636
19872,605,Sremska,0:22:18.823529
19877,610,Sestara Krstonošić,0:17:16.363636
19878,605,Sestara Krstonošić,0:22:18.823529
19885,87,Čukarička Padina,0:17:24.827586
19888,87A,Čukarička Padina,0:20:00
19889,56L,Čukarička Padina,0:26:32.307692
19891,409,Voždovac-Okretnica,0:17:30
19894,406L,Voždovac-Okretnica,0:17:56.190476
19896,503,Voždovac-Okretnica,0:42:30
19899,30,Medaković 2,0:17:30
19902,30,Umljenovićeva,0:17:30.967742
19905,30,Katarine Ivanović,0:17:30.967742
19908,406L,Beli Potok (Igralište),0:17:34.687500
19911,81,Episkopa Sergeja,0:17:42.711864
19912,81L,Episkopa Sergeja,0:18:28.474576
19917,81,Dijega Rivere,0:17:42.711864
19918,81L,Dijega Rivere,0:18:28.474576
19923,81,Altina,0:17:42.711864
19926,81,Konstantina Kavafija 1,0:17:42.711864
19927,81L,Konstantina Kavafija 1,0:18:28.474576
19932,81,Glavni Poštanski Centar,0:17:42.711864
19933,81L,Glavni Poštanski Centar,0:18:29.491525
19938,81,Konstantina Kavafija,0:17:42.711864
19939,81L,Konstantina Kavafija,0:18:29.491525
19944,81,Emila Zatopeka 1,0:17:42.711864
19945,81L,Emila Zatopeka 1,0:18:29.491525
19950,81,Episkopa Nikolaja,0:17:42.711864
19951,81L,Episkopa Nikolaja,0:18:29.491525
19956,551,Stanićeva,0:17:44.761905
19959,551,Veliki Trafo,0:17:45.714286
19962,551,V. Moštanica /Centar/,0:17:45.714286
19967,513,V. Moštanica /Centar/,0:42:19.200000
19968,551,Mali Trafo,0:17:45.714286
19971,551,Milije Marinkovića,0:17:45.714286
19974,551,Gilino Voće,0:17:45.714286
19977,551,Radovanovićevo,0:17:45.714286
19980,551,Velika Moštanica - M,0:17:46.666667
19983,551,Lipovica (Policija),0:17:46.666667
19986,551,Železnik R,0:17:48.571429
19987,91,Železnik R,0:26:25.714286
19992,553,Železnik R,0:45:02.727273
19995,551,V. Moštanica - Crkva,0:17:48.750000
19998,551,Mz Velika Moštanica,0:17:48.750000
20003,513,Mz Velika Moštanica,0:42:16.800000
20004,551,V. Moštanica - Ekonom.,0:17:48.750000
20007,551,Moračko Brdo,0:17:48.750000
20010,551,Blagoja Rankovića,0:17:48.750000
20013,551,Pećani,0:17:48.750000
20016,553,Pećani,0:45:27.272727
20019,551,Dobrivoja Jovanovića,0:17:48.750000
20024,513,Dobrivoja Jovanovića,0:42:16.800000
20025,551,Umka - Centar,0:17:48.750000
20028,551,Zelengora,0:17:48.750000
20031,553,Zelengora,0:45:27.272727
20034,551,Umka - Izlaz,0:17:48.750000
20037,551,Umka - Karađorđeva,0:17:48.750000
20040,551,Pećani (Groblje),0:17:48.750000
20043,551,Pećani /Škola/,0:17:48.750000
20046,82,Bežanijska Kosa /Grčka/,0:17:49.354839
20050,613,Bežanijska Kosa /Grčka/,0:45:30
20052,82,Vojvođanska,0:17:49.354839
20055,82,Raška Dimitrijevića,0:17:49.354839
20058,82,Nedeljka Gvozdenovića,0:17:49.354839
20061,82,Bežanijska Kosa /Groblje/,0:17:49.354839
20065,613,Bežanijska Kosa /Groblje/,0:45:30
20067,82,Blok 63,0:17:49.354839
20070,551,Ostružnica 1,0:17:49.687500
20073,553,Ostružnica 1,0:45:08.181818
20076,551,Ostružnica 2,0:17:50.625000
20079,553,Ostružnica 2,0:45:13.636364
20082,81,Kortesarova,0:17:51
20083,81L,Kortesarova,0:19:29.491525
20088,81,Konstantina Kavafija 1,0:17:51
20089,81L,Konstantina Kavafija 1,0:19:29.491525
20094,81,Dijega Rivera 1,0:17:51
20095,81L,Dijega Rivera 1,0:19:29.491525
20100,81,Emila Zatopeka 1,0:17:51
20101,81L,Emila Zatopeka 1,0:19:29.491525
20106,81,Ljiljane Krstić,0:17:52
20109,81,Altina,0:17:52
20112,551,Pećani,0:17:52.500000
20115,553,Pećani,0:45:16.363636
20118,551,Zelengora,0:17:53.437500
20121,553,Zelengora,0:45:19.090909
20124,81,Glavni Poštanski Centar,0:17:54
20125,81L,Glavni Poštanski Centar,0:19:29.491525
20132,507,Rušanj (Drobnjački Kraj),0:17:54.193548
20133,551,Umka-Izlaz,0:17:55.312500
20136,551,Umka-Centar,0:17:55.312500
20139,553,Umka-Centar,0:45:21.818182
20142,551,Moračko Brdo,0:17:55.312500
20145,551,Umka - Karađorđeva,0:17:56.250000
20148,551,Ostružnica 2,0:17:56.307692
20151,553,Ostružnica 2,0:45:27.272727
20154,551,Pećani /Škola/,0:17:57.187500
20157,551,Blagoja Rankovića,0:17:57.187500
20160,551,Ostružnica 1,0:17:57.230769
20163,553,Ostružnica 1,0:45:27.272727
20166,551,Železnik R,0:17:57.230769
20167,91,Železnik R,0:25:51.219512
20172,553,Železnik R,0:45:27.272727
20175,551,Pećani (Groblje),0:17:58.125000
20178,551,V. Moštanica - Crkva,0:17:58.125000
20181,551,V. Moštanica - Ekonom.,0:18:01.846154
20184,551,Dobrivoja Jovanovića,0:18:02.769231
20189,513,Dobrivoja Jovanovića,0:42:31.200000
20190,551,V. Moštanica /Centar/,0:18:02.769231
20195,513,V. Moštanica /Centar/,0:42:28.800000
20196,551,Mz Velika Moštanica,0:18:02.769231
20201,513,Mz Velika Moštanica,0:42:31.200000
20202,551,Stanićeva,0:18:03.692308
20205,551,Milije Marinkovića,0:18:03.692308
20208,551,Radovanovićevo,0:18:04.615385
20211,551,Lipovačka,0:18:04.615385
20214,551,Veliki Trafo,0:18:05.538462
20217,551,Velika Moštanica - M,0:18:06.461538
20220,551,Mali Trafo,0:18:06.461538
20223,551,Lipovica (Policija),0:18:08.307692
20226,551,Sremčica,0:18:09.230769
20229,30,Umljenovićeva,0:18:10
20232,30,Katarine Ivanović,0:18:10
20235,30,Medaković 2,0:18:10
20238,81L,Viktora Starčića,0:18:28.474576
20241,81L,Zire Adamović,0:18:28.474576
20244,81L,Abebe Bikila,0:18:29.491525
20247,81L,Dobanovački Put,0:18:29.491525
20250,81L,Vrtić Milica,0:18:29.491525
20253,81L,Pavla Vujisića,0:18:29.491525
20256,311,Leštane /Ulaz/,0:18:56.129032
20257,306,Leštane /Ulaz/,0:27:42.439024
20262,311,Leštane (Centar),0:18:56.129032
20265,311,Kremenje,0:18:56.129032
20268,311,Privredna Zona,0:18:56.129032
20271,311,Ravan (Ulaz),0:18:56.129032
20274,311,Miodraga Pešića,0:18:56.129032
20277,311,Prvomajska,0:18:56.129032
20280,311,Oš Nikola Tesla,0:18:56.129032
20283,106,Jabučki Rit,0:18:58.983051
20288,504,Susedgradska,0:19:02.105263
20291,504,Vidikovačka,0:19:02.105263
20294,504,Bože Jeremića,0:19:02.105263
20297,504,Sretena Mladenovića Mike,0:19:02.105263
20299,504,Bože Jeremića,0:19:02.105263
20303,513,Velika Moštanica (Živojina Tabakovića),0:21:12
20305,504,Susedgradska,0:19:03.157895
20307,531,Naselje Petlovo Brdo,0:19:09.473684
20308,532,Naselje Petlovo Brdo,0:19:43.636364
20310,502,Naselje Petlovo Brdo,0:21:22.040816
20312,534,Naselje Petlovo Brdo,0:25:40.909091
20315,521,Naselje Petlovo Brdo,0:29:10
20316,533,Naselje Petlovo Brdo,0:29:44.444444
20325,531,Ilije Miličevića,0:19:11.578947
20326,532,Ilije Miličevića,0:19:48
20333,507,Ilije Miličevića,0:34:01.935484
20334,531,Oslobođenja,0:19:11.578947
20335,532,Oslobođenja,0:19:48
20341,507,Oslobođenja,0:34:03.870968
20343,531,Novo Naselje /Rušanj/,0:19:11.578947
20344,532,Novo Naselje /Rušanj/,0:19:48
20345,534,Novo Naselje /Rušanj/,0:25:40.909091
20352,531,Mz Rušanj,0:19:12.631579
20355,531,Like Ružića,0:19:12.631579
20358,311,Ravan (Ulaz),0:19:18.947368
20361,311,Leštane /Izlaz/,0:19:18.947368
20362,306,Leštane /Izlaz/,0:27:54.285714
20367,311,Prvomajska,0:19:18.947368
20370,311,Privredna Zona,0:19:18.947368
20373,311,Miodraga Pešića,0:19:18.947368
20376,311,Kremenje,0:19:18.947368
20379,311,Oš Nikola Tesla,0:19:18.947368
20382,606,Grmovac /25.Nova/,0:19:20
20385,311,Zdravstvena St. Leštane I Vinča,0:19:20
20388,106,Pkb Kovilovo,0:19:27
20391,81L,Vrtić Milica,0:19:29.491525
20394,81L,Dobanovački Put,0:19:29.491525
20397,81L,Abebe Bikila,0:19:29.491525
20400,81L,Viktora Starčića,0:19:29.491525
20403,81L,Pavla Vujisića,0:19:29.491525
20406,81L,Zire Adamović,0:19:29.491525
20409,57,Mile Jevtović,0:19:30.588235
20412,57,Krajiške Brigade,0:19:31.764706
20415,57,Vrtić Košuta,0:19:31.764706
20418,57,Miloja Zakića,0:19:31.764706
20421,57,Dimitrija Avramovića,0:19:32.941176
20424,57,Vrtić Bajka,0:19:32.941176
20427,57,Ilije Stojadinovića,0:19:32.941176
20431,66,"Oš ""1300 Kaplara""",0:19:33.333333
20433,66,Naučno-Tehnološki Park ,0:19:33.333333
20438,66,Naučno-Tehnološki Park ,0:19:33.333333
20439,66,Ntp Ulaz,0:19:33.333333
20442,57,Mile Jevtović,0:19:34.117647
20445,57,Kraljice Katarine,0:19:34.117647
20448,57,Žarkovačka,0:19:34.117647
20452,66,Ntp Ulaz,0:19:34.666667
20454,57,Naselje Golf,0:19:35.294118
20457,57,Petra Martinovića,0:19:35.294118
20461,66,"Oš ""1300 Kaplara""",0:19:36
20463,57,Kneza Višeslava,0:19:36.470588
20466,309L,Cerska,0:19:39.661017
20469,309L,Meše Selimovića,0:19:39.661017
20472,309L,Rifata Burdževića,0:19:39.661017
20475,309L,Kaluđerica (Put Za Institut),0:19:39.661017
20478,309L,Vojina Jugovića,0:19:39.661017
20481,309L,Dragoljuba Stojanovića,0:19:39.661017
20484,309L,Rifata Burdževića,0:19:40
20487,309L,Cerska,0:19:40
20490,309L,Vojina Jugovića,0:19:40
20493,309L,Dragoljuba Stojanovića,0:19:40
20496,309L,Meše Selimovića,0:19:40
20499,531,Ilije Miličevića,0:19:48
20500,532,Ilije Miličevića,0:20:54.545455
20507,507,Ilije Miličevića,0:34:54.193548
20508,531,Like Ružića,0:19:48
20511,531,Oslobođenja,0:19:48
20512,532,Oslobođenja,0:20:53.454545
20517,507,Oslobođenja,0:34:50.322581
20520,532,Drage Vukićević,0:19:48
20525,507,Drage Vukićević,0:34:03.870968
20526,531,Mz Rušanj,0:19:48
20529,531,Novo Naselje /Rušanj/,0:19:48
20530,532,Novo Naselje /Rušanj/,0:20:54.545455
20535,532,Oslobođenja 1,0:19:48
20540,507,Oslobođenja 1,0:34:03.870968
20541,532,Oslobođenja 2,0:19:49.090909
20544,507,Oslobođenja 2,0:34:03.870968
20547,531,Naselje Petlovo Brdo,0:19:49.090909
20548,532,Naselje Petlovo Brdo,0:20:54.545455
20550,502,Naselje Petlovo Brdo,0:21:24.489796
20552,534,Naselje Petlovo Brdo,0:26:16.744186
20555,521,Naselje Petlovo Brdo,0:29:09.473684
20556,533,Naselje Petlovo Brdo,0:29:48.888889
20565,604,Mesara,0:19:49.285714
20568,604,Ulaz U Bečmen,0:19:49.285714
20571,604,Bečmen Naselje,0:19:49.285714
20574,604,Maksin Sokak,0:19:50.357143
20577,604,Bečmen /Centar/,0:19:50.357143
20580,604,Bečmen (Izlaz),0:19:51.428571
20583,604,Bečmenskih Ilegalaca,0:19:51.428571
20586,604,Preka Kaldrma,0:19:54.642857
20589,604,Petrovčić /Centar/,0:19:54.642857
20592,604,Petrovčić,0:19:54.642857
20595,604,Bečmen Ekonomija,0:19:54.642857
20598,604,Bečmen /Zabran/,0:19:54.642857
20601,604,Šumsko Gazdinstvo,0:19:54.642857
20604,604,Zmaj Ognjenog Vuka,0:19:54.642857
20607,604,Petrovčić /Ulaz/,0:19:54.642857
20611,703L,Beogradska,0:20:00
20613,603,Beogradska,0:23:09.795918
20618,711,Beogradska,0:47:55
20621,703L,Ugrinovci /Ulaz/,0:20:00
20622,603,Ugrinovci /Ulaz/,0:23:09.795918
20625,711,Ugrinovci /Ulaz/,0:47:55
20629,703L,Busije 2,0:20:00
20632,703L,Busije 1,0:20:00
20636,703L,Grobljanska,0:20:00
20637,703L,Ugrinovci /Centar/,0:20:00
20640,603,Ugrinovci /Centar/,0:23:09.795918
20644,711,Ugrinovci /Centar/,0:47:55
20646,604,Šumsko Gazdinstvo,0:20:02.105263
20649,604,Bečmen Ekonomija,0:20:02.105263
20652,604,Bečmen /Zabran/,0:20:02.105263
20655,604,Petrovčić /Centar/,0:20:03.157895
20658,604,Petrovčić /Ulaz/,0:20:03.157895
20661,604,Zmaj Ognjenog Vuka,0:20:03.157895
20664,604,Petrovčić,0:20:04.210526
20667,604,Preka Kaldrma,0:20:05.263158
20671,702L,Stefana Kneževica,0:20:06.206897
20674,702L,Busije,0:20:07.241379
20677,703L,Busije,0:20:32.142857
20680,702L,Prote Jeftimija Ivanovića,0:20:07.241379
20682,310,Mage Magazinović,0:20:08.076923
20685,310,Kolarska,0:20:08.076923
20688,310,Jerusalimska,0:20:08.076923
20691,310,Dvadesetog Oktobra ,0:20:08.076923
20694,310,Bosanska,0:20:08.076923
20697,310,Prvomajska,0:20:08.076923
20701,702L,Stevana Simića,0:20:08.275862
20703,703L,Stevana Simića,0:20:32.142857
20707,702L,Dr Đorđa Šulce,0:20:08.275862
20711,703L,Dr Đorđa Šulce,0:20:32.142857
20712,310,Živka Davidovića,0:20:09.230769
20715,310,Oš Desanka Maksimović,0:20:09.230769
20719,702L,Šangajska,0:20:09.310345
20723,703L,Šangajska,0:20:32.142857
20726,702L,Stevana Simića,0:20:10.344828
20728,703L,Stevana Simića,0:20:10.526316
20731,702L,Dr Đorđa Šulce,0:20:10.344828
20733,703L,Dr Đorđa Šulce,0:20:10.526316
20738,702L,Šangajska,0:20:10.344828
20740,703L,Šangajska,0:20:10.526316
20743,703L,Busije,0:20:10.526316
20745,310,Pijaca ,0:20:11.538462
20748,310,Narodnog Fronta,0:20:11.538462
20751,310,Oš Desanka Maksimović,0:20:11.538462
20754,310,Živka Davidovića,0:20:11.538462
20757,702L,Prote Jeftimija Ivanovića,0:20:11.578947
20762,702L,Busije /Ulaz/,0:20:11.578947
20765,702L,Savke Subotić,0:20:12.631579
20766,702L,Stanka Koraća,0:20:13.684211
20771,702L,Trandafila Duke,0:20:14.736842
20773,702L,Stanka Opačića Ćanice,0:20:14.736842
20776,702L,Nikole Begovića,0:20:14.736842
20779,702L,Sekule Vitkovića,0:20:15.254237
20782,702L,Dr Živka Bertića,0:20:15.254237
20786,702L,Dr Laze Kostića,0:20:15.254237
20787,604,Bečmen Naselje,0:20:15.789474
20790,604,Ulaz U Bečmen,0:20:15.789474
20793,604,Bečmenskih Ilegalaca,0:20:15.789474
20796,604,Mesara,0:20:15.789474
20799,604,Bečmen /Centar/,0:20:15.789474
20802,604,Maksin Sokak,0:20:15.789474
20805,604,Bečmen (Izlaz),0:20:15.789474
20809,703L,Busije 2,0:20:32.142857
20812,703L,Busije 1,0:20:32.142857
20816,703L,Ugrinovci /Centar/,0:20:32.631579
20817,603,Ugrinovci /Centar/,0:23:09.795918
20821,711,Ugrinovci /Centar/,0:47:49.565217
20823,703L,Beogradska,0:20:34.736842
20826,603,Beogradska,0:23:09.795918
20830,711,Beogradska,0:47:49.565217
20833,703L,Ugrinovci /Ulaz/,0:20:36.842105
20835,603,Ugrinovci /Ulaz/,0:23:09.795918
20839,711,Ugrinovci /Ulaz/,0:47:49.565217
20843,703L,Grobljanska,0:20:37.894737
20844,532,Oslobođenja 1,0:20:53.454545
20847,507,Oslobođenja 1,0:34:48.387097
20850,532,Drage Vukićević,0:20:53.454545
20855,507,Drage Vukićević,0:34:48.387097
20856,532,Oslobođenja 2,0:20:53.454545
20860,507,Oslobođenja 2,0:34:46.451613
20862,703L1,Metro,0:21:06.792453
20865,44,Vojislava Vučkovića,0:21:11.020408
20866,34,Vojislava Vučkovića,0:22:51.428571
20871,44,Senjačka,0:21:11.020408
20872,34,Senjačka,0:22:51.428571
20877,44,Vase Pelagića,0:21:11.020408
20878,34,Vase Pelagića,0:22:52.857143
20883,44,Topčiderska Zvezda,0:21:11.020408
20884,34,Topčiderska Zvezda,0:22:52.857143
20889,44,Kozjačka,0:21:12.244898
20890,34,Kozjačka,0:22:54.285714
20895,44,Knežopoljska,0:21:12.244898
20898,44,Klanički Kej,0:21:13.469388
20901,44,Centroprom,0:21:13.469388
20904,44,Viline Vode,0:21:13.469388
20907,703L1,Kej Oslobođenja,0:21:15
20910,705,Kej Oslobođenja,0:47:49.565217
20913,706E,Kej Oslobođenja,0:57:08.571429
20916,703L1,Batajnica /Železnička Stanica/,0:21:15
20921,502,Kanarevo Brdo /Dom Zdravlja/,0:21:17.142857
20922,54,Kanarevo Brdo /Dom Zdravlja/,0:43:57.500000
20925,402,Braće Jakovljević,0:21:18.260870
20928,402,Braće Jakovljević,0:21:18.260870
20931,402,Glumačka,0:21:18.260870
20934,402,Beli Potok /Ulaz/,0:21:18.260870
20938,406L,Beli Potok /Ulaz/,0:35:11.250000
20940,402,Glumačka,0:21:18.260870
20943,402,Beli Potok,0:21:18.260870
20946,402,Beli Potok,0:21:18.260870
20949,402,Beli Potok /Centar/,0:21:18.260870
20953,406L,Beli Potok /Centar/,0:35:09.375000
20955,402,Oš Vasa Čarapić,0:21:18.260870
20960,406L,Oš Vasa Čarapić,0:35:11.250000
20961,402,Beli Potok /Centar/,0:21:18.260870
20964,406L,Beli Potok /Centar/,0:35:07.500000
20967,402,Beli Potok /Ulaz/,0:21:18.260870
20970,406L,Beli Potok /Ulaz/,0:35:07.500000
20973,402,Put Za Beli Potok,0:21:18.260870
20976,406L,Put Za Beli Potok,0:34:03.870968
20979,402,Put Za Beli Potok,0:21:18.260870
20983,406L,Put Za Beli Potok,0:35:11.250000
20986,502,Oš Đura Jakšić,0:21:18.367347
20988,54,Oš Đura Jakšić,0:43:57.500000
20991,402,Oš Vasa Čarapić,0:21:19.565217
20995,406L,Oš Vasa Čarapić,0:34:03.870968
20998,502,"Dom Zdravlja ""Labudovo Brdo""",0:21:20.816327
21002,501,"Dom Zdravlja ""Labudovo Brdo""",0:57:00
21003,304,Svetosavska,0:21:21.509434
21006,304,Mali Lug,0:21:21.509434
21009,304,Kralja Petra Prvog,0:21:22.641509
21012,304,Svetosavska,0:21:22.641509
21015,304,Kralja Petra Prvog,0:21:22.641509
21018,304,Prokop,0:21:22.641509
21021,304,Prokop,0:21:22.641509
21025,502,Orlovača Groblje,0:21:23.265306
21027,533,Orlovača Groblje,0:29:48.888889
21030,502,Orlovača /Ulaz/,0:21:23.265306
21033,533,Orlovača /Ulaz/,0:29:48.888889
21036,304,Duboko,0:21:23.773585
21039,304,Duboko,0:21:23.773585
21042,304,Mali Lug,0:21:23.773585
21045,304,Ritopek /Ulaz/,0:21:23.773585
21048,304,Ritopek /Škola/,0:21:23.773585
21051,304,Ritopek /Ulaz/,0:21:23.773585
21055,502,"Dom Zdravlja ""Labudovo Brdo""",0:21:24.489796
21057,501,"Dom Zdravlja ""Labudovo Brdo""",0:56:56
21060,108,Politika,0:21:24.905660
21063,108,Mz Reva /Mali Raj/,0:21:24.905660
21066,108,Deseti Kilometar,0:21:24.905660
21069,108,Blok Braća Marić,0:21:24.905660
21072,108,Sibnička Nova 4. Deo,0:21:24.905660
21075,304,Ritopek /Centar/,0:21:24.905660
21078,108,Progres,0:21:24.905660
21081,108,Naselje Ilić,0:21:24.905660
21084,108,Hidrotehnika,0:21:24.905660
21087,108,Radiostanica,0:21:24.905660
21090,108,Balkan,0:21:24.905660
21093,304,Ritopek /Centar/,0:21:24.905660
21096,108,Rafinerija,0:21:24.905660
21099,108,Janko Lisjak,0:21:24.905660
21102,304,Ritopek /Škola/,0:21:24.905660
21105,108,Sibnica,0:21:24.905660
21108,703L1,Metro,0:21:25.384615
21113,502,Orlovača /Izlaz/,0:21:25.714286
21114,533,Orlovača /Izlaz/,0:29:48.888889
21118,502,Orlovača Groblje,0:21:25.714286
21120,533,Orlovača Groblje,0:29:48.888889
21123,108,Omladinski Stadion /Ulaz/,0:21:28.888889
21124,202,Omladinski Stadion /Ulaz/,0:25:34.090909
21129,35L,Omladinski Stadion /Ulaz/,1:06:00
21130,44,Topčiderska Zvezda,0:21:30
21131,34,Topčiderska Zvezda,0:22:58.571429
21136,108,Janko Lisjak,0:21:30
21139,44,Vojislava Vučkovića,0:21:30
21140,34,Vojislava Vučkovića,0:22:58.571429
21145,108,Blok Braća Marić,0:21:30
21148,44,Vase Pelagića,0:21:30
21149,34,Vase Pelagića,0:22:58.571429
21154,108,Progres,0:21:31.111111
21157,108,Hidrotehnika,0:21:31.111111
21160,108,Politika,0:21:31.111111
21163,108,Balkan,0:21:32.222222
21166,108,Naselje Ilić,0:21:32.222222
21169,108,Deseti Kilometar,0:21:32.222222
21172,108,Rafinerija,0:21:32.222222
21175,108,Radiostanica,0:21:32.222222
21178,44,Viline Vode,0:21:32.400000
21181,44,Knežopoljska,0:21:32.400000
21184,44,Klanički Kej,0:21:32.400000
21187,108,Sibnica,0:21:33.333333
21190,108,Mz Reva /Mali Raj/,0:21:33.333333
21193,108,Sibnička Nova 4. Deo,0:21:33.333333
21198,407,Bela Reka,0:21:38.076923
21200,407L,Bela Reka,0:22:30
21202,404,Bela Reka,0:33:56.363636
21205,20,Rudo,0:21:40.408163
21208,20,Rimska,0:21:41.632653
21211,20,Budvanska,0:21:41.632653
21214,20,Učiteljsko Naselje,0:21:41.632653
21217,20,Veselina Čajkanovića,0:21:42.857143
21220,20,Medaković 3,0:21:42.857143
21223,20,Veliki Mokri Lug (Ulaz),0:21:42.857143
21226,20,Braće Srnić,0:21:44.081633
21229,20,Buljubašine Vode,0:21:44.081633
21232,20,Veliki Mokri Lug,0:21:44.081633
21235,20,Stari Vinogradi,0:21:44.081633
21238,605,Progar /Centar/,0:21:47.547170
21241,605,Progar /Ulaz/,0:21:47.547170
21244,605,Stovarište,0:21:48.679245
21247,605,Boljevci /Centar/,0:21:48.679245
21250,605,Ribarska,0:21:48.679245
21253,605,Boljevci /Izlaz/,0:21:48.679245
21256,605,Boljevci (Ribolovački Klub),0:21:48.679245
21259,605,Živača,0:21:48.679245
21262,605,Živača Ribnjak,0:21:48.679245
21265,605,12.Avgusta,0:21:48.679245
21268,605,Druga Nova,0:21:48.679245
21271,605,Slovačko Groblje,0:21:48.679245
21274,605,Živača /Izlaz/,0:21:48.679245
21277,605,Prilivak,0:21:48.679245
21280,605,Boljevci /Zapis/,0:21:48.679245
21283,605,Bojčinska Šuma,0:21:48.679245
21286,605,Vikend Naselje 1,0:21:48.679245
21289,605,Relje Oparušića,0:21:49.811321
21292,605,Jakovo Čelik,0:21:49.811321
21295,605,Šest Topola,0:21:49.811321
21298,703L1,Kej Oslobođenja,0:21:53.207547
21301,705,Kej Oslobođenja,0:50:00
21304,706E,Kej Oslobođenja,0:58:12.857143
21308,36,Ortopedski Zavod,0:21:57.647059
21310,34,Ortopedski Zavod,0:22:58.571429
21313,38L,Ortopedski Zavod,0:29:52.500000
21318,36,Gučevska,0:21:57.647059
21319,34,Gučevska,0:22:55.714286
21320,38L,Gučevska,0:29:50.625000
21327,36,Gučevska,0:21:57.647059
21328,34,Gučevska,0:22:58.571429
21330,38L,Gučevska,0:29:50.625000
21334,36,Bulevar Kneza Aleksandra Karađorđevića,0:21:57.647059
21337,34,Bulevar Kneza Aleksandra Karađorđevića,0:22:57.142857
21340,36,Dinarska,0:21:57.647059
21344,36,Bulevar Kneza Aleksandra Karađorđevića,0:21:57.647059
21346,34,Bulevar Kneza Aleksandra Karađorđevića,0:22:58.571429
21349,36,Dinarska,0:21:57.647059
21352,54,Mz Makiš,0:22:00
21355,401,Oš Vasa Čarapić,0:22:03.529412
21358,401,Zadruga,0:22:03.529412
21361,401,Donji Kraj,0:22:03.529412
21364,401,Mz Pinosava,0:22:03.529412
21367,401,Groblje,0:22:03.529412
21370,401,Oš Vasa Čarapić,0:22:16.153846
21373,401,Mz Pinosava,0:22:16.153846
21376,401,Groblje,0:22:17.307692
21379,401,Zadruga,0:22:17.307692
21382,605,Prilivak,0:22:17.647059
21385,401,Donji Kraj,0:22:18.461538
21388,605,Stovarište,0:22:18.823529
21391,605,Ribarska,0:22:18.823529
21394,605,Šest Topola,0:22:18.823529
21397,605,Mz Jakovo,0:22:18.823529
21400,605,Boljevci /Zapis/,0:22:18.823529
21403,605,Jakovo Čelik,0:22:18.823529
21406,605,Slovačko Groblje,0:22:18.823529
21409,605,Živača /Izlaz/,0:22:20
21412,605,Bojčinska Šuma,0:22:20
21415,605,Živača Ribnjak,0:22:20
21418,605,Boljevci /Izlaz/,0:22:20
21421,605,Boljevci /Centar/,0:22:20
21424,605,Druga Nova,0:22:20
21427,605,Vikend Naselje 1,0:22:20
21430,605,Progar /Centar/,0:22:20
21433,605,Relje Oparušića,0:22:20
21436,605,Boljevci (Ribolovački Klub),0:22:20
21439,605,Živača,0:22:21.176471
21442,605,Progar /Ulaz/,0:22:21.176471
21445,605,12. Avgusta,0:22:21.176471
21450,407L,Trebež (Okretnica),0:22:30
21451,20,Rudo,0:22:36.734694
21454,20,Budvanska,0:22:37.959184
21457,20,Učiteljsko Naselje,0:22:37.959184
21460,20,Veliki Mokri Lug,0:22:42
21464,312,Veliki Mokri Lug,0:29:00
21466,20,Stari Vinogradi,0:22:42
21470,312,Stari Vinogradi,0:29:00
21472,20,Braće Srnić,0:22:42
21475,20,Buljubašine Vode,0:22:42
21479,312,Buljubašine Vode,0:29:00
21481,603,Partizanska 1,0:22:42.500000
21485,711,Partizanska 1,0:47:49.565217
21487,20,Veliki Mokri Lug (Izlaz),0:22:43.200000
21490,553,Rucka /Okretnica/,0:22:43.636364
21493,603,Dobanovačka Petlja,0:22:43.750000
21498,711,Dobanovačka Petlja,0:47:49.565217
21499,603,Partizanska 2,0:22:43.750000
21504,711,Partizanska 2,0:47:49.565217
21505,603,Naselje Okrajak,0:22:43.750000
21508,711,Naselje Okrajak,0:47:49.565217
21511,603,Naselje Pik,0:22:45
21514,603,Bezdan,0:22:45
21517,603,Stevana Jovanovića,0:22:45
21520,603,Dobanovci /Centar/,0:22:45
21523,603,Surčinska Petlja,0:22:46.250000
21526,603,Surčin /Izlaz/,0:22:46.250000
21529,603,Braće Suzić,0:22:46.250000
21532,603,Industrijska Zona Dobanovci,0:22:46.250000
21535,708,Đure Gajića,0:22:53.333333
21538,708,Institut Za Kukuruz,0:22:53.333333
21541,708,Mihajla Bandura,0:22:54.666667
21542,709,Mihajla Bandura,0:24:14.666667
21547,708,Strahinje Petrović,0:22:54.666667
21548,709,Strahinje Petrović,0:24:14.666667
21553,708,Koste Alkovića,0:22:54.666667
21554,709,Koste Alkovića,0:24:14.666667
21559,708,Trafostanica,0:22:54.666667
21560,709,Trafostanica,0:24:14.666667
21565,708,Koste Cukića,0:22:54.666667
21566,709,Koste Cukića,0:24:14.666667
21571,708,Železnička Tehnička Stanica 1,0:22:56
21572,709,Železnička Tehnička Stanica 1,0:24:13.333333
21577,708,Železnička Tehnička Stanica,0:22:56
21578,709,Železnička Tehnička Stanica,0:24:13.333333
