,route_short_name,stop_name,average_wait
21583,708,Crkva Sv. Atanasija Velikog,0:22:56
21584,709,Crkva Sv. Atanasija Velikog,0:24:13.333333
21589,708,Milana Nedeljkovića,0:22:56
21590,709,Milana Nedeljkovića,0:24:14.666667
21595,708,Koste Brankovića,0:22:56
21596,709,Koste Brankovića,0:24:14.666667
21601,708,Novo Bežanijsko Groblje,0:22:57.333333
21605,613,Novo Bežanijsko Groblje,0:43:20
21607,612,Novo Bežanijsko Groblje,0:47:30
21610,708,Kvantaška Pijaca,0:22:57.333333
21614,613,Kvantaška Pijaca,0:43:20
21616,612,Kvantaška Pijaca,0:47:30
21619,708,Novosadski Put,0:22:57.333333
21620,709,Novosadski Put,0:24:13.333333
21625,708,Kineski Tržni Centar,0:22:57.333333
21626,709,Kineski Tržni Centar,0:24:13.333333
21631,34,Milana Blagojevića Španca,0:22:58.571429
21634,34,Pivljanina Baje 1,0:22:58.571429
21637,34,Pivljanina Baje ,0:22:58.571429
21640,34,Dedinje (Ortopedska Bolnica),0:22:58.571429
21643,34,Omladinska,0:22:58.571429
21646,34,Miloja Đaka,0:22:58.571429
21649,34,Dedinje (Ortopedska Bolnica),0:23:01.428571
21652,34,Miloja Đaka,0:23:01.428571
21655,34,Omladinska,0:23:01.428571
21658,34,Pivljanina Baje,0:23:02.857143
21661,34,Pivljanina Baje 1,0:23:04.285714
21664,34,Milana Blagojevića Španca,0:23:04.285714
21667,34,Pere Velimirovića,0:23:05.714286
21670,603,Surčin /Centar/,0:23:09.795918
21673,603,Partizanska 2,0:23:09.795918
21677,711,Partizanska 2,0:47:55
21679,603,Naselje Pik,0:23:09.795918
21682,603,Surčinska Petlja,0:23:09.795918
21685,603,Industrijska Zona Dobanovci,0:23:09.795918
21688,603,Bezdan,0:23:09.795918
21691,603,Surčin /Izlaz/,0:23:09.795918
21694,603,Partizanska 1,0:23:09.795918
21698,711,Partizanska 1,0:47:55
21700,603,Braće Suzić,0:23:09.795918
21703,603,Naselje Okrajak,0:23:09.795918
21707,711,Naselje Okrajak,0:47:55
21709,603,Stevana Jovanovića,0:23:09.795918
21712,603,Dobanovačka Petlja,0:23:09.795918
21715,711,Dobanovačka Petlja,0:47:55
21718,104,Put Za Crvenku,0:23:15.918367
21721,104,Pumpa,0:23:15.918367
21724,104,Cvećara,0:23:17.142857
21727,104,Vuka Karadžića,0:23:17.142857
21730,104,Veliki Kanal,0:23:17.142857
21733,104,Šesti Prilaz,0:23:17.142857
21736,104,Petra Drapšina,0:23:18.367347
21739,104,Branka Radičevića,0:23:18.367347
21742,104,Jna,0:23:18.367347
21747,EKO1,Milentija Popovića,0:23:21.333333
21748,68,Milentija Popovića,0:25:33
21751,708,Milana Nedeljkovića,0:23:39.130435
21752,709,Milana Nedeljkovića,0:24:45.652174
21757,708,Koste Cukića,0:23:40.434783
21758,709,Koste Cukića,0:24:44.347826
21763,708,Crkva Sv. Atanasija Velikog,0:23:40.434783
21764,709,Crkva Sv. Atanasija Velikog,0:24:45.652174
21769,708,Novosadski Put,0:23:40.434783
21770,709,Novosadski Put,0:24:49.565217
21776,EKO1,Naselje Belvil,0:23:40.909091
21778,708,Železnička Tehnička Stanica,0:23:41.739130
21779,709,Železnička Tehnička Stanica,0:24:48.260870
21784,708,Železnička Tehnička Stanica 1,0:23:41.739130
21785,709,Železnička Tehnička Stanica 1,0:24:48.260870
21790,708,Novo Bežanijsko Groblje,0:23:43.043478
21793,613,Novo Bežanijsko Groblje,0:45:30
21796,612,Novo Bežanijsko Groblje,0:47:30
21799,708,Kvantaška Pijaca,0:23:43.043478
21803,613,Kvantaška Pijaca,0:45:30
21804,612,Kvantaška Pijaca,0:47:30
21810,EKO1,Španskih Boraca,0:23:43.636364
21811,104,Pumpa,0:23:45
21814,104,Veliki Kanal,0:23:45
21817,104,Vuka Karadžića,0:23:45
21820,104,Branka Radičevića,0:23:45
21823,104,Trg Oslobođenja,0:23:45
21826,104,Valjevskog Odreda,0:23:45
21829,104,Sonje Marinković,0:23:45
21832,104,Cvećara,0:23:45
21835,104,Šesti Prilaz,0:23:45
21838,104,Put Za Crvenku,0:23:45
21842,EKO1,Milentija Popovića,0:23:49.090909
21844,68,Milentija Popovića,0:25:30.769231
21847,709,Železnička Stanica Zemun,0:24:13.333333
21850,708,Franje Krča,0:24:21.702128
21853,708,Koste Brankovića ,0:24:22.978723
21854,709,Koste Brankovića ,0:24:43.043478
21859,708,Đure Gajića,0:24:22.978723
21862,708,Trafostanica,0:24:22.978723
21863,709,Trafostanica,0:24:40.434783
21868,708,Koste Alkovića,0:24:22.978723
21869,709,Koste Alkovića,0:24:44.347826
21874,708,Strahinje Petrovića,0:24:22.978723
21875,709,Strahinje Petrovića,0:24:40.434783
21881,613,Radiofar,0:24:23.414634
21883,708,Mihajla Bandura,0:24:24.255319
21884,709,Mihajla Bandura,0:24:41.739130
21889,705,13. Maj,0:24:33.333333
21892,709,Železnička Stanica Zemun,0:24:50.869565
21895,68,Blok 70 -Okretnica,0:25:15.384615
21899,70,Peđe Milosavljevića,0:25:15.714286
21901,72,Peđe Milosavljevića,0:30:41.666667
21904,613,Peđe Milosavljevića,0:45:30
21907,68,Jurija Gagarina,0:25:16.923077
21911,70,Toplice Milana,0:25:21.428571
21915,38L,Toplice Milana,0:29:43.125000
21916,202,Mz Veliko Selo,0:25:21.818182
21920,70,Vladimira Tomanovića,0:25:22.500000
21923,70,Pogon Kosmaj,0:25:22.857143
21927,38,Pogon Kosmaj,0:37:11.111111
21928,202,Omladinska,0:25:23.181818
21931,202,Veliko Selo (Ulaz),0:25:23.181818
21934,202,Teslina,0:25:23.181818
21937,202,Veterinarska Stanica,0:25:24.545455
21940,202,Slanci /Škola/,0:25:24.545455
21943,202,Izvorska,0:25:25.909091
21946,202,Pekara,0:25:25.909091
21949,202,Slanci /Ulaz/,0:25:27.272727
21952,202,Lešće /Ulaz/,0:25:27.272727
21955,202,Srpska Kruna,0:25:27.272727
21959,70,Astrid Lindgren,0:25:28.571429
21961,68,Antifašističke Borbe,0:25:31.500000
21964,68,Jurija Gagarina,0:25:37.500000
21967,68,Blok 70,0:25:37.500000
21970,91,Kosmajska,0:25:38.048780
21973,91,Novo Naselje /Ulaz/,0:25:39.512195
21976,91,Stare Barake,0:25:39.512195
21979,534,Labudovo Brdo,0:25:40.909091
21982,534,Pilota Mihaila Petrovića,0:25:40.909091
21985,534,Prvomajska,0:25:40.909091
21988,407L,Prvomajska,0:42:30
21991,534,Stara Lipovica,0:25:40.909091
21994,407L,Stara Lipovica,0:42:36
21997,534,Trebež,0:25:40.909091
21999,407L,Trebež,0:42:30
22003,534,Lipovački Put 4 Deo,0:25:40.909091
22004,407L,Lipovački Put 4 Deo,0:42:39
22009,534,Drenjak,0:25:40.909091
22012,407L,Drenjak,0:42:39
22015,534,Timočki Put,0:25:40.909091
22018,534,Lipovački Put,0:25:40.909091
22021,534,Put Za Ćumurane,0:25:40.909091
22024,91,Petrovića Brdo,0:25:40.975610
22027,91,Oš Karađorđe,0:25:40.975610
22030,91,Crkva,0:25:40.975610
22033,91,Ljube Rankovića,0:25:40.975610
22036,91,Petrovića Brdo,0:25:43.902439
22039,91,Okretnica /Česma/,0:25:43.902439
22042,91,Ljube Rankovića,0:25:43.902439
22045,91,Crkva,0:25:45.365854
22048,91,Ostružnica /Centar/,0:25:46.829268
22051,91,Mz Ostružnica,0:25:46.829268
22054,92,Mz Ostružnica,0:26:02.926829
22057,91,Železnički Nadvožnjak,0:25:48.292683
22060,92,Železnički Nadvožnjak,0:26:02.926829
22065,60,Toplana,0:31:21.818182
22066,60L,Toplana,0:37:30
22069,70,Sp Lasta,0:25:58.536585
22071,38L,Sp Lasta,0:30:00
22074,38,Sp Lasta,0:37:13.333333
22076,92,Reni Bunar,0:26:00
22081,92,Reni Bunar,0:26:04.390244
22084,92,Železnički Nadvožnjak,0:26:00
22085,91,Železnički Nadvožnjak,0:26:25.714286
22089,92,Src Makiš,0:26:00
22091,92,Nadvožnjak,0:26:00
22095,92,Privredna Zona Makiš,0:26:00
22098,92,Mz Ostružnica,0:26:00
22100,91,Mz Ostružnica,0:26:25.714286
22105,92,Taložnik,0:26:04.390244
22108,92,Makiška,0:26:04.390244
22111,92,Neoplanta,0:26:04.390244
22112,54,Neoplanta,0:44:00
22116,92,Makiška,0:26:00
22119,92,Savska,0:26:00
22122,92,Lole Ribara,0:26:00
22125,92,Neoplanta,0:26:00
22127,54,Neoplanta,0:43:50.769231
22132,92,Lole Ribara,0:26:01.463415
22135,92,Savska,0:26:01.463415
22138,92,Bbp Makiš,0:26:02.926829
22139,54,Bbp Makiš,0:43:57.600000
22144,92,Bbp Makiš,0:26:00
22145,54,Bbp Makiš,0:43:53.076923
22149,92,Taložnik,0:26:00
22153,92,Vodovod,0:26:04.390244
22156,92,Brodotehnika,0:26:02.926829
22157,54,Brodotehnika,0:44:00
22161,92,Vodovod,0:26:00
22164,92,Brodotehnika,0:26:00
22166,54,Brodotehnika,0:43:53.076923
22171,92,Nadvožnjak,0:26:02.926829
22174,92,Src Makiš,0:26:04.390244
22177,92,Mz Makiš,0:26:02.926829
22180,92,Mike Alasa,0:26:02.926829
22183,92,Mostogradnja,0:26:02.926829
22186,92,Privredna Zona Makiš,0:26:02.926829
22188,92,Mz Makiš,0:26:00
22192,92,Mike Alasa,0:26:00
22194,92,Mostogradnja,0:26:00
22196,202,Teslina,0:26:02.790698
22199,202,Veliko Selo (Ulaz),0:26:02.790698
22202,202,Mz Veliko Selo,0:26:02.790698
22205,202,Izvorska,0:26:04.186047
22208,202,Omladinska,0:26:04.186047
22211,202,Veterinarska Stanica,0:26:04.186047
22214,202,Slanci /Ulaz/,0:26:05.581395
22217,202,Lešće /Ulaz/,0:26:05.581395
22220,202,Slanci /Škola/,0:26:05.581395
22223,202,Pekara,0:26:05.581395
22226,512,Sremčica /Ulaz/,0:26:05.853659
22231,513,Sremčica /Ulaz/,0:42:45.600000
22232,202,Srpska Kruna,0:26:06.976744
22235,512,Svete Milutinovića,0:26:08.780488
22237,521,Svete Milutinovića,0:29:11.052632
22241,534,Put Za Nestoroviće,0:26:13.333333
22244,534,Ripanj /Centar/,0:26:13.333333
22247,534,Mz Ripanj,0:26:13.333333
22250,534,Put Za Kalajdžiće,0:26:13.333333
22253,534,Ripanj /Centar/,0:26:15.348837
22256,534,Mz Ripanj,0:26:15.348837
22259,534,Timočki Put,0:26:15.348837
22262,534,Put Za Kalajdžiće,0:26:15.348837
22265,534,Stara Lipovica,0:26:15.348837
22267,407L,Stara Lipovica,0:42:57
22271,534,Put Za Nestoroviće,0:26:15.348837
22274,534,Put Za Ćumurane,0:26:15.348837
22277,534,Lipovački Put,0:26:15.348837
22280,534,Drenjak,0:26:15.348837
22282,407L,Drenjak,0:42:54
22286,534,Prvomajska,0:26:16.744186
22288,407L,Prvomajska,0:42:57
22292,534,Lipovački Put 4 Deo,0:26:16.744186
22294,407L,Lipovački Put 4 Deo,0:42:57
22298,534,Novo Naselje (Rušanj),0:26:16.744186
22301,534,Trebež,0:26:16.744186
22304,407L,Trebež,0:43:00
22307,91,Ostružnica /Centar/,0:26:25.714286
22310,91,Oš Karađorđe,0:26:25.714286
22313,91,Stare Barake,0:26:25.714286
22316,91,Novo Naselje /Ulaz/,0:26:25.714286
22319,91,Kosmajska,0:26:25.714286
22322,534,Labudovo Brdo,0:26:49.090909
22325,306,Elektrodistribucija,0:27:42.439024
22328,306,Skladište Boja,0:27:42.439024
22331,306,Stari Put Za Boleč,0:27:42.439024
22334,306,Skladište Boja,0:27:51.428571
22337,306,Elektrodistribucija,0:27:52.857143
22340,306,Stari Put Za Boleč,0:27:54.285714
22343,602,Oš Jovan Sterija Popović,0:27:56.923077
22346,602,Vinogradska (Ulaz),0:27:58.461538
22349,602,Novobeogradskih Graditelja,0:28:00
22352,602,Vinogradska (Plandište),0:28:00
22355,602,Vodeničarska,0:28:01.538462
22358,602,Mz Ledine,0:28:01.538462
22361,602,Go Surčin (Ulaz),0:28:03.076923
22364,602,Mz Novi Surčin,0:28:21
22367,602,Go Surčin (Ulaz),0:28:21.538462
22370,602,Vinogradska (Plandište),0:28:21.538462
22373,602,Mz Ledine,0:28:21.538462
22376,602,Vinogradska (Ulaz),0:28:21.538462
22379,602,Kanal Galovica,0:28:22.500000
22382,602,Silosi,0:28:23.076923
22385,602,Mz Novi Surčin,0:28:23.076923
22388,602,Kanal Galovica,0:28:23.076923
22391,602,Vodeničarska,0:28:23.076923
22394,602,Novobeogradskih Graditelja,0:28:23.076923
22397,602,Silosi,0:28:24
22400,602,Surčin Naselje (Ulaz),0:28:24
22403,602,Vinogradska (Surčin Naselje),0:28:24.615385
22406,602,Surčin Naselje (Ulaz),0:28:24.615385
22409,602,Dragomira Momčilovića,0:28:24.615385
22412,602,Vinogradska (Surčin Naselje),0:28:25.500000
22415,602,Ritska Ulica,0:28:25.500000
22418,602,Ritska Ulica,0:28:26.153846
22421,602,Dragomira Momčilovića,0:28:27
22424,602,"Src ""Surčin"" /Ulaz/",0:28:27.692308
22427,602,Surčin (Centar),0:28:28.500000
22430,602,Don Kihotova,0:28:34.500000
22433,602,Park Ključ,0:28:34.500000
22436,602,Žička,0:28:34.500000
22439,602,Jakovička Src ,0:28:36
22442,602,Src  Surčin (Ulaz),0:28:37.500000
22445,312,Oš Vladislava Petković,0:29:00
22448,312,Narednika Dragutina Radakovića,0:29:00
22452,312,Narednika Dragutina Radakovića,0:29:00
22454,E1,Crveni Krst,0:29:00
22457,E1,Vojvode Dragomira,0:29:00
22460,312,Vinjage,0:29:00
22462,38,Vinjage,0:37:11.111111
22464,312,Lepenskog Vira,0:29:00
22468,312,Mitkov Kladenac (Izlaz),0:29:00
22471,312,Mitkov Kladenac,0:29:00
22474,312,Bilce,0:29:00
22477,312,Vladimira Ćorovića (Ulaz),0:29:00
22480,312,Jovijanova,0:29:00
22483,312,Novo Naselje,0:29:00
22487,312,Gaj,0:29:00
22489,312,Stražarska Kosa ,0:29:00
22493,312,Barutana,0:29:00
22495,312,Vladimira Dvornikovića,0:29:00
22498,312,Milana Grigorijevića,0:29:00
22501,E1,Škola Vojislav Ilić,0:29:00
22503,E1,Velimira Todorovića,0:29:00
22504,E1,Staro Sajmište,0:29:00
22508,60,Staro Sajmište,1:04:06
22509,60L,Staro Sajmište,1:04:17.142857
22511,E1,Velimira Todorovića,0:29:00
22512,E1,Bregalnička,0:29:00
22515,E1,Crveni Krst,0:29:00
22517,312,Ristin Potok,0:29:00
22520,38,Ristin Potok,0:37:11.111111
22523,E1,Bregalnička,0:29:00
22526,102,Vrbovski,0:29:04.736842
22528,521,Vidikovac,0:29:07.894737
22530,521,Naselje Vinogradi,0:29:09.473684
22533,54,Naselje Vinogradi,0:43:57.692308
22536,521,Novo Naselje,0:29:09.473684
22539,54,Novo Naselje,0:43:57.692308
22542,521,Kružni Put,0:29:09.473684
22545,54,Kružni Put,0:43:57.692308
22548,521,Naselje Vinogradi,0:29:10
22551,54,Naselje Vinogradi,0:43:52.800000
22555,521,Gradine,0:29:10
22557,521,Đure Jakšića,0:29:10
22561,521,Železnik /Tariš/,0:29:10
22564,521,Žikice Jovanovića,0:29:10
22567,521,Avalska,0:29:10
22569,54,Avalska,0:43:55.200000
22573,521,Novo Naselje,0:29:10
22575,54,Novo Naselje,0:43:55.200000
22579,521,Avalska,0:29:11.052632
22581,54,Avalska,0:43:55.384615
22584,521,Gradine,0:29:12.631579
22588,521,Železnik /Tariš/,0:29:12.631579
22591,521,Đure Jakšića,0:29:12.631579
22593,706E,Aerodrom Batajnica,0:29:17.142857
22596,107,Dunavac,0:29:21.538462
22597,403,Šumareva Kuća,0:29:30
22598,408,Šumareva Kuća,0:36:24
22603,403,Put Za Zuce,0:29:31.578947
22606,403,Kasarna /Glavni Ulaz/,0:29:33.157895
22609,403,Zuce (Ulaz),0:29:33.157895
22612,403,Karagačka,0:29:33.157895
22615,403,Zuce /Prodavnica/,0:29:33.157895
22618,403,Zuce /Ambulanta/,0:29:34.736842
22621,506,Nova 3 - Prilaz,0:29:35
22624,506,Nova 3 - Prilaz,0:29:35
22627,506,Topčiderska Reka - Prilaz,0:29:35
22630,506,Topčiderska Reka - Prilaz,0:29:35
22633,506,Delovi - Prilaz,0:29:35
22636,506,Delovi - Prilaz,0:29:35
22639,506,Dr Aćima Medovića,0:29:35
22642,506,8. Septembra,0:29:35
22645,506,Brestovačka,0:29:35
22648,506,Pružni Prelaz,0:29:35
22651,507,Pružni Prelaz,0:34:05.806452
22654,506,Resnik (Železnička Pruga),0:29:35
22657,506,8. Septembra,0:29:35
22660,506,Pružni Prelaz,0:29:35
22662,507,Pružni Prelaz,0:34:38.709677
22666,506,Brestovačka,0:29:35
22669,506,Pašinac,0:29:35
22672,506,Pašinac,0:29:35
22675,506,Resnik (Železnička Pruga),0:29:35
22678,506,Dr Aćima Medovića,0:29:35
22681,403,Šumareva Kuća,0:29:45.789474
22682,408,Šumareva Kuća,0:37:05.806452
22687,403,Karagačka,0:29:47.368421
22690,403,Kasarna /Glavni Ulaz/,0:29:48.947368
22693,403,Put Za Zuce,0:29:48.947368
22696,403,Zuce (Ulaz),0:29:48.947368
22699,403,Zuce /Ambulanta/,0:29:50.526316
22702,403,Zuce /Prodavnica/,0:29:50.526316
22705,403,Zuce /Centar/,0:29:50.526316
22708,403,Zuce /Crkva/,0:29:50.526316
22713,38L,Železnička Stanica Beograd Centar,0:29:50.625000
22715,38L,Železnička Stanica Beograd Centar,0:29:50.625000
22717,403,Zuce /Centar/,0:29:50.769231
22720,403,Zuce /Brđani 2/,0:29:52.105263
22723,403,Zuce /Brđani 1/,0:29:52.105263
22726,403,Zuce /Brđani 2/,0:29:52.307692
22729,403,Zuce /Crkva/,0:29:52.307692
22732,403,Zuce /Brđani 1/,0:29:52.307692
22737,501,Staro Kijevo,0:30:30
22738,72,Nedeljka Gvozdenovića,0:30:43.333333
22741,72,Jat Tehnika,0:30:48.333333
22745,607,Jat Tehnika,1:31:52.500000
22747,72,Robni Terminal,0:30:48.333333
22751,607,Robni Terminal,1:31:52.500000
22754,72,Jat Tehnika,0:31:03.243243
22757,607,Jat Tehnika,1:31:52.500000
22760,72,Robni Terminal,0:31:04.864865
22763,607,Robni Terminal,1:31:52.500000
22766,406,Institut Jaroslav Černi,0:32:48.750000
22770,404,Trešnja /Okretnica/,0:32:56.470588
22773,87,Stevana Đurđevića,0:33:37.241379
22776,87A,Stevana Đurđevića,0:38:10.909091
22777,56L,Stevana Đurđevića,0:48:27.692308
22780,87,Strugarska,0:33:47.586207
22782,87A,Strugarska,0:38:10.909091
22784,56L,Strugarska,0:48:27.692308
22786,409,Olge Jojić,0:33:42.222222
22789,409,Milke Bosnić,0:33:42.222222
22792,409,Ane Dobeš,0:33:42.222222
22794,409,Milutina Miljkovića,0:33:42.222222
22798,409,Torlački Vis,0:33:42.222222
22801,409,Brdska,0:33:42.222222
22804,409,Ane Dobeš,0:33:42.222222
22807,409,Šljivarska,0:33:42.222222
22810,409,Milke Bosnić,0:33:42.222222
22813,409,Olge Jojić,0:33:42.222222
22817,409,Milutina Miljkovića,0:33:42.222222
22819,409,Vukosave Oljače,0:33:42.222222
22822,409,Donje Naselje,0:33:42.222222
22825,409,Olimpska,0:33:42.222222
22828,409,Brdska,0:33:42.222222
22831,409,Torlački Vis,0:33:42.222222
22834,409,Olimpska,0:33:42.222222
22837,409,Vukosave Oljače,0:33:42.222222
22840,409,Donje Naselje,0:33:42.222222
22843,409,Šljivarska,0:33:42.222222
22846,507,Drobnjački Kraj 2,0:34:01.935484
22850,507,Drobnjački Kraj 1,0:34:01.935484
22852,507,Orlovac,0:34:03.870968
22855,507,Milorada Živkovića,0:34:03.870968
22858,507,Jove Mitrovića,0:34:03.870968
22862,406L,Rakovica Selo (Gornji Kraj),0:34:05.806452
22864,406L,Đurđevdanska,0:34:05.806452
22868,406L,Zemljoradnička (Izlaz) - Osečinska,0:34:05.806452
22870,507,Resnički Put,0:34:05.806452
22874,406L,Zabran Torlak,0:34:07.741935
22875,406L,Zemljoradnička (Put Za Deponiju),0:34:07.741935
22878,507,Vrtić,0:34:07.741935
22883,406L,Petrovdanska,0:34:07.741935
22885,507,Braće Jeremića,0:34:07.741935
22887,507,Rađevska,0:34:07.741935
22891,406L,Zemljoradnička (Ulaz),0:34:07.741935
22894,507,Ličkih Brigada,0:34:09.677419
22896,303,Dom Kulture,0:34:13.125000
22899,303,Trafostanica,0:34:13.125000
22902,303,Vrčin Gornji Kraj,0:34:13.125000
22905,303,4. Jula,0:34:13.125000
22908,303,17. Januara,0:34:13.125000
22911,303,Ulaz U Zaklopaču,0:34:13.125000
22914,303,Zaklopača (Ćelije),0:34:13.125000
22917,303,Put Za Zaklopaču,0:34:13.125000
22920,303,Mostine,0:34:13.125000
22923,303,Vrčin - Nadvožnjak,0:34:13.125000
22926,303,Janković Kraj,0:34:13.125000
22929,303,Crkva Sv. Trojice,0:34:13.125000
22932,303,Vrčin (Ivo Lola Ribar),0:34:13.125000
22935,303,Zaklopača,0:34:13.125000
22938,303,Vrčin ,0:34:13.125000
22941,303,Mostine,0:34:23.636364
22944,303,Put Za Zaklopaču,0:34:23.636364
22947,303,4. Jula,0:34:25.454545
22950,303,Trafostanica,0:34:25.454545
22953,303,Ulaz U Zaklopaču,0:34:25.454545
22956,303,Crkva Sv. Trojice,0:34:25.454545
22959,303,Dom Kulture,0:34:25.454545
22964,507,Rađevska,0:34:27.096774
22966,507,Ličkih Brigada,0:34:27.096774
22968,303,Zaklopača (Ćelije),0:34:27.272727
22971,303,Zaklopača,0:34:27.272727
22976,507,Josipa Telarevića,0:34:29.032258
22977,303,17. Januara,0:34:29.090909
22980,303,Janković Kraj,0:34:29.090909
22983,303,Vrčin Gornji Kraj,0:34:30.909091
22988,507,Vrtić,0:34:30.967742
22990,507,Braće Jeremića,0:34:30.967742
22992,303,Vrčin - Nadvožnjak,0:34:32.727273
22995,303,Vrčin ,0:34:32.727273
22999,507,Resnički Put,0:34:40.645161
23002,507,Orlovac,0:34:46.451613
23004,507,Milorada Živkovića,0:34:54.193548
23009,507,Jove Mitrovića,0:34:56.129032
23012,507,Drobnjački Kraj 2,0:34:58.064516
23014,507,Drobnjački Kraj 1,0:35:00
23018,406L,Saveza Boraca 1,0:35:07.500000
23020,406L,Saveza Boraca,0:35:09.375000
23023,406L,Beli Potok /Naselje Kolonija/,0:35:09.375000
23026,406L,Saveza Boraca,0:35:09.375000
23029,406L,Saveza Boraca 1,0:35:09.375000
23032,406L,Pošta,0:35:09.375000
23034,406L,Beli Potok /Naselje Kolonija/,0:35:09.375000
23038,406L,Pošta,0:35:09.375000
23040,406L,Zemljoradnička (Izlaz) - Osečinska,0:35:13.125000
23044,406L,Rakovica Selo (Gornji Kraj),0:35:13.125000
23048,406L,Đurđevdanska,0:35:15
23050,406L,Zabran Torlak,0:35:15
23052,406L,Zemljoradnička (Put Za Deponiju),0:35:15
23056,406L,Petrovdanska,0:35:15
23058,406L,Zemljoradnička (Ulaz),0:35:16.875000
23063,513,Živojina Tabakovića (Srednji Kraj),0:42:24
23066,513,Velika Moštanica /Ulaz/,0:42:12
23069,513,Fk Moštanica,0:42:21.600000
23072,513,Moštanička (Novo Naselje),0:42:04.800000
23075,513,Sremčica /Ulaz/,0:42:02.400000
23078,513,Dobrivoja Jovanovića 2.Deo,0:42:14.400000
23081,513,Dobrivoja Jovanovića /Igralište/,0:42:14.400000
23084,513,Velika Moštanica /Groblje/,0:42:09.600000
23087,513,Velika Moštanica /Izlaz/,0:42:36
23090,513,Dobrivoja Jovanovića 2.Deo,0:42:36
23093,513,Fk Moštanica,0:42:26.400000
23096,513,Živojina Tabakovića (Srednji Kraj),0:42:24
23099,513,Velika Moštanica /Groblje/,0:42:38.400000
23102,513,Dobrivoja Jovanovića /Igralište/,0:42:33.600000
23105,513,Moštanička (Novo Naselje),0:42:45.600000
23106,408,Put Za Zuce,0:36:24
23109,408,Šuplja Stena,0:36:24
23112,408,Kapija Šumadije,0:36:24
23115,408,Prnjavor /Ulaz/,0:36:26
23118,408,Rasadnik,0:36:26
23121,408,Đurđevdan,0:36:26
23124,408,Raskrsnica-Vrčin,0:36:26
23127,408,Prnjavor /Škola/,0:36:42.580645
23130,408,Srednji Prnjavor,0:36:42.580645
23133,408,Ralja /Centar/,0:36:44.516129
23136,408,Trešnja (Škola),0:36:44.516129
23139,408,Avalski Cvet,0:36:44.516129
23143,404,Avalski Cvet,1:05:52.941176
23145,408,13.Oktobra,0:36:44.516129
23148,408,Trešnja,0:36:44.516129
23152,404,Trešnja,1:05:52.941176
23154,408,Trešnja /Koviona/,0:36:44.516129
23157,408,Ralja /Trafo/,0:36:44.516129
23160,408,Ralja /Robna Kuća/,0:36:44.516129
23163,408,Livnica,0:36:44.516129
23166,408,Ralja /Drumine/,0:36:46.451613
23169,408,13.Oktobra,0:36:50
23172,408,Livnica,0:36:50
23175,408,Ralja /Drumine/,0:36:50
23178,408,Trešnja /Škola/,0:36:50
23181,408,Ralja /Trafo/,0:36:50
23184,408,Trešnja /Koviona/,0:36:50
23187,408,Ralja /Robna Kuća/,0:36:50
23190,408,Avalski Cvet,0:36:50
23194,404,Avalski Cvet,1:05:52.941176
23196,408,Ralja /Centar/,0:36:50
23199,106,Kovilovo 2,0:37:00
23202,106,Kovilovo 1,0:37:00
